	Tr1: BatfKO v Control	Tr1: BatfKO v Irf1KO	Tr1: Irf1KO v Control
Magix	0.017833559	-0.117626541	0.1354601
Magoh	0.48255812	0.560166198	-0.077608077
Magohb	0.064019629	0.356959475	-0.292939845
Magt1	0.108406965	-0.148552245	0.25695921
Mak	0.017833559	-0.117626541	0.1354601
Mak16	0.550738436	0.38428111	0.166457326
Mal	0	0	0
Mal2	0	0	0
Malat1	0.002406076	-1.214313371	1.216719446
Mall	0	0	0
Malsu1	-0.078828642	-0.101118316	0.022289674
Malt1	-1.126367732	-1.329196533	0.202828801
Mamdc2	0.007431485	-0.028285715	0.0357172
Mamdc4	-0.048592453	-0.096957396	0.048364942
Maml1	0.25447189	0.252586612	0.001885278
Maml2	-1.660110619	-1.740016669	0.07990605
Maml3	-1.141830935	-1.169098798	0.027267863
Mamld1	0	0	0
Mamstr	0.128370007	0.09538691	0.032983096
Man1a	-0.115755534	0.168228186	-0.283983719
Man1a2	0.073638209	0.218883723	-0.145245514
Man1b1	-0.261093437	-0.277132658	0.01603922
Man1c1	-0.328999328	-0.801316808	0.472317481
Man2a1	0.006518268	0.412299674	-0.405781405
Man2a2	-0.133853792	0.093177081	-0.227030872
Man2b1	0.061120508	0.408660901	-0.347540392
Man2b2	-0.029901165	0.303832959	-0.333734124
Man2c1	0.352207772	0.492013842	-0.13980607
Man2c1os	0.164722379	0.111003516	0.053718863
Manba	-0.281156169	-0.093282199	-0.187873969
Manbal	-0.319265685	-0.244693703	-0.074571982
Manea	-0.019440346	0.301446619	-0.320886966
Maneal	-0.095745569	-0.045490383	-0.050255187
Manf	-0.29133805	-0.280308015	-0.011030035
Mansc1	0.110319043	0.383755858	-0.273436815
Mansc4	0.004315596	-0.005169942	0.009485538
Maoa	0.632875363	0.856035629	-0.223160266
Maob	0	0	0
Map10	-0.473996041	-0.226312892	-0.247683149
Map1a	0.002104177	-0.251645679	0.253749857
Map1b	-0.081861377	-0.95487968	0.873018303
Map1lc3a	0.183287791	-0.7419238	0.925211591
Map1lc3b	-0.620944641	-0.732711807	0.111767167
Map1s	0.355772067	0.534403768	-0.178631701
Map2	-0.054635062	-0.031584026	-0.023051036
Map2k1	-0.392065755	-0.3590006	-0.033065156
Map2k2	0.083505184	-0.090751854	0.174257038
Map2k3	0.139708585	0.11484143	0.024867155
Map2k3os	0.1066983	0.082172343	0.024525958
Map2k4	-0.120543662	0.288379354	-0.408923016
Map2k5	-0.026461639	0.129437121	-0.15589876
Map2k6	-0.274535954	-0.791079817	0.516543863
Map2k7	-0.223521141	-0.138555497	-0.084965644
Map3k1	-1.094853611	-1.050542533	-0.044311078
Map3k10	0.067789507	0.154134621	-0.086345114
Map3k11	-0.382840361	-0.282227392	-0.100612969
Map3k12	0.218594974	-0.346288762	0.564883737
Map3k13	0.152395319	-0.258818799	0.411214118
Map3k14	-0.354267225	-0.769482655	0.41521543
Map3k15	-0.18319949	0.058812554	-0.242012044
Map3k19	-0.002577229	0.018851529	-0.021428758
Map3k2	0.007526937	-0.117012536	0.124539473
Map3k3	-0.012012595	0.003535665	-0.015548259
Map3k4	-0.782401574	-0.738963242	-0.043438333
Map3k5	-0.321753832	0.234781752	-0.556535584
Map3k6	-0.095137734	-0.212399193	0.11726146
Map3k7	0.304005693	0.457800943	-0.15379525
Map3k8	0.549356402	0.601796729	-0.052440327
Map3k9	0.082952053	-0.605881927	0.688833979
Map4	-0.40862708	-0.42258097	0.01395389
Map4k1	0.800729676	0.728563685	0.072165991
Map4k2	-0.488872141	-0.460390915	-0.028481225
Map4k3	-0.069812245	-0.214175354	0.144363109
Map4k4	-0.295489564	-0.31449126	0.019001696
Map4k5	-1.001506242	-0.390028758	-0.611477484
Map6	-1.040050458	-1.699086105	0.659035648
Map6d1	-0.319760628	-0.396083756	0.076323128
Map7	-0.074858286	-0.07004934	-0.004808946
Map7d1	-0.195773617	-0.340907153	0.145133536
Map7d2	0.082587916	-0.661439495	0.744027411
Map9	-0.160905531	-0.854060843	0.693155312
Mapk1	-0.109231073	-0.042617217	-0.066613855
Mapk10	0	0	0
Mapk11	-0.241317025	-0.295684223	0.054367198
Mapk12	0.395680263	-0.191457099	0.587137362
Mapk13	0.031411831	-1.1065617	1.137973531
Mapk14	-0.050431848	0.421873923	-0.47230577
Mapk15	0.017833559	-0.117626541	0.1354601
Mapk1ip1	-0.461959914	-0.466393307	0.004433393
Mapk1ip1l	-0.152735504	0.483690653	-0.636426157
Mapk3	-0.584308796	-0.94140303	0.357094233
Mapk4	0	0	0
Mapk6	-0.083296239	0.153492531	-0.23678877
Mapk7	-0.343815216	0.111195561	-0.455010778
Mapk8	0.643808688	0.162604093	0.481204595
Mapk8ip1	0.219485467	-0.727251325	0.946736792
Mapk8ip2	-0.022186042	-0.154788383	0.132602341
Mapk8ip3	-0.536377377	-1.045818234	0.509440857
Mapk9	-0.155407974	0.176721954	-0.332129927
Mapkap1	0.221745883	0.671478018	-0.449732135
Mapkapk2	-0.435732402	-0.274109706	-0.161622696
Mapkapk3	-0.022114772	-0.050471029	0.028356257
Mapkapk5	0.73892036	0.635230608	0.103689752
Mapkbp1	0.27260809	0.294617366	-0.022009276
Mapre1	0.196215722	0.199422033	-0.003206312
Mapre2	0.287693373	0.360023648	-0.072330275
Mapre3	-0.4547728	-0.686661096	0.231888296
Mapt	-0.3961503	-0.785144034	0.388993734
2-Mar	0.20157171	-0.125124423	0.326696133
1-Mar	0	0	0
10-Mar	0	0	0
11-Mar	0	0	0
2-Mar	-0.083292236	0.035526617	-0.118818853
3-Mar	0.548778096	0.774092932	-0.225314836
4-Mar	0	0	0
5-Mar	0.387534259	0.221492335	0.166041923
6-Mar	-0.244765264	0.049162795	-0.293928059
7-Mar	-0.235319048	-0.294382583	0.059063535
8-Mar	-0.286160013	-0.019158349	-0.267001664
9-Mar	-0.50453687	-0.798578444	0.294041573
Marcks	1.775646905	1.475931766	0.299715139
Marcksl1	1.439868269	1.467780056	-0.027911787
Marcksl1-ps4	0	0	0
Marf1	-0.499896118	-0.665530709	0.165634591
Mark1	0	0	0
Mark2	-0.161829479	-0.244539927	0.082710448
Mark3	-0.087823458	0.030052986	-0.117876444
Mark4	-0.115319368	-0.576879785	0.461560417
Mars	0.297714317	0.488850331	-0.191136015
Mars2	0.239733848	0.675258877	-0.435525029
Marveld1	0.431557741	0.622579308	-0.191021567
Marveld2	-0.070638394	-0.086959889	0.016321496
Marveld3	0.015348202	-0.103254199	0.118602401
Mas1	0.015348202	-0.103254199	0.118602401
Masp1	0	0	0
Masp2	-0.087177543	0.001443079	-0.088620622
Mast1	-0.101016651	-0.881549189	0.780532537
Mast2	-0.173602196	-0.193375483	0.019773287
Mast3	-0.416844786	-0.1597582	-0.257086586
Mast4	0.170932666	0.272389025	-0.101456359
Mastl	0.048088193	0.20923585	-0.161147657
Mat1a	0	0	0
Mat2a	0.279443173	1.545737222	-1.266294049
Mat2b	-0.179923717	-0.18468362	0.004759903
Matk	-1.644142828	-1.467158416	-0.176984412
Matn1	0.240649722	0.157161355	0.083488367
Matn2	-0.301399587	-0.222006566	-0.07939302
Matn3	-0.196576336	0.02103764	-0.217613976
Matn4	-0.114569913	0.005085706	-0.119655619
Matr3	0.219070356	-0.098768844	0.3178392
Mau2	-0.420220442	-0.297713121	-0.122507321
Mavs	-0.043891259	-0.214215436	0.170324177
Max	-0.071765517	0.60418653	-0.675952048
Maz	0.190244076	-0.117447067	0.307691144
Mb21d1	-0.299443746	-0.815628008	0.516184262
Mb21d2	-0.044001322	0.093117367	-0.137118689
Mbd1	0.105601629	0.578902928	-0.4733013
Mbd2	-0.179752524	-0.3230372	0.143284676
Mbd3	-0.074895103	-0.161428926	0.086533822
Mbd3l2	0	0	0
Mbd4	-0.014677287	-0.202548141	0.187870853
Mbd5	-0.755574868	-0.678580191	-0.076994677
Mbd6	-0.543980962	-1.038358987	0.494378025
Mbip	0.108664635	-0.042957117	0.151621752
Mblac1	-0.062239983	-0.160591608	0.098351625
Mblac2	0.292922336	0.658574018	-0.365651682
Mbnl1	-0.169573421	0.202833157	-0.372406578
Mbnl2	-0.24113702	0.060903551	-0.302040571
Mbnl3	0.238408635	-0.092901357	0.331309992
Mboat1	0.03923969	0.482962844	-0.443723153
Mboat2	-3.024458293	-3.05653549	0.032077197
Mboat4	-0.039127476	0.101372708	-0.140500184
Mboat7	0.145463187	0.05473822	0.090724967
Mbp	-0.170007984	-0.351896502	0.181888517
Mbtd1	-0.122741643	-0.665941583	0.54319994
Mbtps1	0.300780213	0.275672281	0.025107932
Mbtps2	0.045523939	0.469910318	-0.42438638
Mc1r	-0.077243742	-0.004275746	-0.072967996
Mc2r	0	0	0
Mc3r	0.017833559	-0.117626541	0.1354601
Mc4r	0	0	0
Mc5r	0	0	0
Mcam	0.507420818	-0.119802678	0.627223496
Mcart1	0	0	0
Mcart6	0	0	0
Mcat	0.134323083	0.43086529	-0.296542208
Mcc	-0.057000094	-0.286924041	0.229923946
Mccc1	0.30790654	0.152355966	0.155550574
Mccc1os	-0.052444484	0.217993109	-0.270437594
Mccc2	0.390621979	0.956979253	-0.566357275
Mcee	-0.013602257	0.612524383	-0.626126639
Mcf2	0	0	0
Mcf2l	-1.245518204	-1.59291292	0.347394716
Mcfd2	0.020478717	-0.725288837	0.745767554
Mchr1	0	0	0
Mcidas	0.134161655	0.123649237	0.010512417
Mcl1	0.300029673	0.361467467	-0.061437794
Mcm10	-0.135768552	0.660617356	-0.796385907
Mcm2	-0.028203347	0.627285278	-0.655488625
Mcm3	0.154473404	0.879830564	-0.725357159
Mcm3ap	0.053256661	0.296547564	-0.243290904
Mcm4	0.063014617	0.806303275	-0.743288658
Mcm5	0.203557759	0.671007424	-0.467449665
Mcm6	-0.074653049	0.277755572	-0.352408621
Mcm7	0.076986554	0.677582297	-0.600595744
Mcm8	0.546505347	1.023507695	-0.477002348
Mcm9	-0.400524147	-0.034322189	-0.366201959
Mcmbp	-0.178778022	0.099963323	-0.278741344
Mcmdc2	0.021981497	-0.142568228	0.164549724
Mcoln1	-0.444892526	0.078822292	-0.523714818
Mcoln2	0.820127864	0.701746269	0.118381595
Mcoln3	0.560362118	0.467234279	0.093127839
Mcph1	0.072464533	0.060747991	0.011716542
Mcpt8	0	0	0
Mcpt9	0	0	0
Mcrs1	0.459271265	0.331478479	0.127792786
Mctp1	0.28632002	-0.142509515	0.428829535
Mctp2	-1.191796692	-0.78680154	-0.404995152
Mcts1	0.272186684	0.529596856	-0.257410172
Mcts2	-0.107691606	-0.15749322	0.049801614
Mcu	0.715889702	0.811387855	-0.095498153
Mcur1	0.309338362	0.739275192	-0.429936831
Mdc1	-0.239087211	0.16978592	-0.408873131
Mdfi	-0.22933097	-0.131634406	-0.097696564
Mdfic	0.122405786	0.282498634	-0.160092848
Mdga1	-0.622113933	-0.519246629	-0.102867304
Mdga2	0	0	0
Mdh1	-0.118150337	-0.112430069	-0.005720268
Mdh1b	0	0	0
Mdh2	-0.009924052	0.110681793	-0.120605845
Mdk	-0.242830965	-0.624161164	0.381330199
Mdm1	-0.336714811	-0.112364773	-0.224350038
Mdm2	0.487819247	0.587602225	-0.099782978
Mdm4	-0.004795853	-0.066169199	0.061373346
Mdn1	0.894410837	1.22667504	-0.332264203
Mdp1	0.046415983	-0.117784677	0.16420066
Me1	-0.049087669	-0.373104141	0.324016472
Me2	-1.440937867	-1.144762345	-0.296175523
Me3	-0.082070713	-0.048240795	-0.033829918
Mea1	-0.09119305	-0.519815707	0.428622656
Meaf6	-0.219248896	-0.105762377	-0.113486519
Mecom	0	0	0
Mecp2	-0.285181238	-0.528901999	0.243720761
Mecr	0.076388701	0.374483074	-0.298094373
Med1	0.120857645	0.469419545	-0.3485619
Med10	0.236806071	-0.296429547	0.533235618
Med11	-0.089106658	-0.131428474	0.042321816
Med12	-0.149814377	-0.047136575	-0.102677802
Med12l	-0.191993321	-0.374752346	0.182759025
Med13	-0.141657695	0.142245651	-0.283903346
Med13l	-1.07670787	-1.011153062	-0.065554808
Med14	-0.018432866	0.316823055	-0.335255921
Med15	-0.128147948	-0.271974401	0.143826452
Med16	-0.402698264	-0.005031968	-0.397666296
Med17	0.540728388	0.576847348	-0.036118959
Med18	-0.065380217	-0.131555966	0.066175748
Med19	0.219309389	-0.168918696	0.388228085
Med20	0.125839517	0.062555606	0.06328391
Med21	0.31497395	-0.046751626	0.361725576
Med22	-0.078200494	-0.020444618	-0.057755876
Med23	0.383674571	0.67552627	-0.291851699
Med24	-0.028429974	0.301595163	-0.330025138
Med25	0.200582993	-0.057744752	0.258327744
Med26	-0.063107293	-0.25484769	0.191740397
Med27	-0.113823975	-0.196632205	0.082808231
Med28	0.008022685	-0.0490654	0.057088084
Med29	-0.278388306	-0.028699797	-0.249688509
Med30	0.235154018	0.161866211	0.073287808
Med31	0.215299393	0.088054206	0.127245187
Med4	0.447796936	0.104199668	0.343597269
Med6	-0.266331328	-0.118955575	-0.147375753
Med7	0.290732653	0.259040225	0.031692428
Med8	0.097219103	0.188352641	-0.091133538
Med9	-0.057384593	0.188687143	-0.246071736
Med9os	0.020386143	0.048993799	-0.028607656
Mef2a	0.318962067	0.158941829	0.160020238
Mef2b	-0.008183707	-0.6939786	0.685794893
Mef2c	0.036584513	-0.02197336	0.058557873
Mef2d	0.099942164	0.08791435	0.012027814
Mefv	0	0	0
Meg3	0	0	0
Megf10	0	0	0
Megf11	-0.0892486	-0.062529062	-0.026719538
Megf6	-0.080691149	-0.048809554	-0.031881595
Megf8	-0.436678585	-0.010634667	-0.426043918
Megf9	-0.10792779	0.214268762	-0.322196553
Mei1	0.195992856	0.185908473	0.010084383
Mei4	0.709368781	0.672946159	0.036422622
Meig1	0	0	0
Meis1	0.015348202	-0.103254199	0.118602401
Meis2	-0.115525697	0.004606292	-0.120131989
Meis3	-0.272266546	-0.128772784	-0.143493763
Melk	0.207773823	0.543183846	-0.335410023
Memo1	0.069444558	0.238484005	-0.169039447
Men1	-0.477764244	-0.253864311	-0.223899933
Meox1	0	0	0
Meox2	0	0	0
Mep1a	0	0	0
Mep1b	0	0	0
Mepce	0.170496377	0.060985199	0.109511178
Mertk	-0.272704671	0.029639437	-0.302344109
Mesdc1	0.322575243	0.652855069	-0.330279826
Mesdc2	-0.515200512	-0.40061033	-0.114590182
Mesp1	0	0	0
Mesp2	0.113330991	0.027324365	0.086006626
Mest	-0.084558091	-0.699281392	0.614723302
Met	0	0	0
Metap1	-0.015261223	0.070949254	-0.086210478
Metap1d	0.494685648	0.238098807	0.256586841
Metap2	0.259830728	0.174385156	0.085445572
Metrn	0.391662192	0.106423048	0.285239144
Metrnl	-0.894571701	-1.386287072	0.491715371
Mettl1	-0.01453727	-0.338881428	0.324344159
Mettl10	0.287238088	0.364848942	-0.077610854
Mettl11a	0	0	0
Mettl11b	0	0	0
Mettl13	0.552369457	0.417809038	0.134560418
Mettl14	0.040163927	0.164567279	-0.124403351
Mettl15	-0.014412591	0.477517987	-0.491930579
Mettl16	0.361155125	0.8557948	-0.494639675
Mettl17	0.787897834	0.582907807	0.204990026
Mettl18	0.364122234	0.528954895	-0.164832661
Mettl2	0.834980149	0.656707678	0.178272471
Mettl20	-0.323632374	-0.51640227	0.192769897
Mettl21a	-0.063335529	0.052462231	-0.11579776
Mettl21c	0.017833559	-0.117626541	0.1354601
Mettl21d	0	0	0
Mettl22	0.912349052	1.059432464	-0.147083412
Mettl23	-0.028548101	0.181360037	-0.209908138
Mettl25	0.348524433	0.554555903	-0.20603147
Mettl3	0.483273598	0.638142127	-0.154868529
Mettl4	0.075434282	0.524533967	-0.449099685
Mettl5	0.477916182	0.611856837	-0.133940655
Mettl6	0.934595102	0.672728062	0.26186704
Mettl7a1	-0.621897553	-0.826432158	0.204534605
Mettl7a2	0	0	0
Mettl7b	0	0	0
Mettl8	0.16485141	0.603201027	-0.438349617
Mettl9	-0.196016768	-0.553707672	0.357690904
Mex3a	-0.483787874	-0.501520201	0.017732327
Mex3b	1.400773619	0.819463015	0.581310604
Mex3c	0.578740185	0.112157723	0.466582462
Mex3d	-0.068976161	-0.028998215	-0.039977946
Mfap1a	-0.736647855	-1.15573629	0.419088435
Mfap1b	0.032974031	-0.431430921	0.464404952
Mfap2	0	0	0
Mfap3	0.102155965	0.092971118	0.009184847
Mfap3l	0	0	0
Mfap4	0	0	0
Mfap5	0	0	0
Mff	-0.197242405	-0.291911586	0.094669181
Mfge8	-0.004514057	-0.06614054	0.061626483
Mfhas1	0.344960394	0.330640345	0.01432005
Mfi2	0.138956706	-0.019168953	0.158125659
Mfn1	0.021488746	0.116676574	-0.095187828
Mfn2	-0.106126367	-0.039934612	-0.066191756
Mfng	0.273203814	-0.228696796	0.50190061
Mfsd1	-0.086656658	0.034631891	-0.121288548
Mfsd10	-0.122024629	-0.344225167	0.222200538
Mfsd11	-0.15865522	0.032802265	-0.191457485
Mfsd12	0.167314189	0.281343882	-0.114029692
Mfsd2a	-0.36726414	-0.653431125	0.286166986
Mfsd2b	0.154981786	0.22163777	-0.066655984
Mfsd3	0.37218771	0.683269141	-0.31108143
Mfsd4	-0.205920194	-0.687867271	0.481947077
Mfsd5	-0.344973489	-0.116875132	-0.228098357
Mfsd6	-0.520587537	0.035768117	-0.556355654
Mfsd6l	-0.210761299	-0.025901687	-0.184859613
Mfsd7a	-0.138403538	0.011297285	-0.149700823
Mfsd7b	0.142960648	0.333503496	-0.190542848
Mfsd7c	0.555828391	0.086772247	0.469056144
Mfsd8	-0.081101855	0.270178674	-0.351280529
Mfsd9	-0.153357859	0.243823997	-0.397181856
Mga	0.025028403	0.054706429	-0.029678026
Mgam	0	0	0
Mgarp	-3.415521345	-3.310537519	-0.104983826
Mgat1	0.36164272	0.370070359	-0.008427639
Mgat2	-0.001289766	0.588665802	-0.589955568
Mgat3	-0.216649733	-0.506357043	0.289707311
Mgat4a	0.041046137	0.081304077	-0.04025794
Mgat4b	-0.787258897	-0.818443727	0.03118483
Mgat4c	0	0	0
Mgat5	0.401556725	0.610156315	-0.20859959
Mgat5b	0	0	0
Mgea5	-0.315925147	-0.343190585	0.027265438
Mgl2	-0.253886437	0.027437502	-0.281323939
Mgll	-0.031319609	-0.243538122	0.212218513
Mgme1	-0.041117797	-0.22541347	0.184295673
Mgmt	1.155871441	0.713018899	0.442852542
Mgp	-0.022053278	-0.115078314	0.093025036
Mgrn1	-0.385677591	-0.260508385	-0.125169206
Mgst1	0	0	0
Mgst2	-0.621609678	-0.342838677	-0.278771001
Mgst3	-1.051277848	-0.989704629	-0.061573219
Mia	0.143529895	0.126978759	0.016551136
Mia1	0	0	0
Mia2	0	0	0
Mia3	-0.279941691	-0.64103525	0.361093559
Miat	0	0	0
Mib1	-0.194928476	-0.06342884	-0.131499636
Mib2	0.453200539	-0.175459874	0.628660413
Mical1	-0.417139243	-0.459133696	0.041994452
Mical2	-0.219293609	0.024465692	-0.243759302
Mical3	0.243150358	-0.183811114	0.426961472
Micalcl	0	0	0
Micall1	-0.589317361	-0.529484781	-0.05983258
Micall2	-0.42610334	0.152819578	-0.578922919
Micu1	-0.130594232	-0.109077113	-0.02151712
Micu2	0.094242685	-0.023472147	0.117714833
Micu3	0.113347776	-0.169271753	0.28261953
Mid1	-0.146291331	0.145415727	-0.291707058
Mid1ip1	-0.002946777	0.133915936	-0.136862713
Mid2	-0.452831815	-0.873929724	0.42109791
Midn	-0.46036758	-0.319002939	-0.141364641
Mief1	-0.112516591	0.090975788	-0.203492379
Mief2	0.25526367	-0.091638907	0.346902577
Mien1	-0.10090079	0.034767831	-0.135668621
Mier1	-0.028192519	-0.092624413	0.064431894
Mier2	-0.657994096	-0.023294654	-0.634699442
Mier3	0.16697459	0.221574796	-0.054600206
Mif	-0.235741886	-0.548710194	0.312968307
Mif4gd	-0.463838083	-0.352502225	-0.111335858
Miip	0.490821187	0.339448556	0.151372631
Mill1	0	0	0
Milr1	-1.143457996	-0.655240537	-0.488217459
Mina	-0.143347332	0.347930095	-0.491277427
Mink1	0.155827552	0.227229521	-0.07140197
Minos1	-0.122018895	-0.133984689	0.011965794
Minpp1	0.102978218	0.471693952	-0.368715734
Mios	0.360976149	0.426971309	-0.06599516
Miox	0	0	0
Mip	0	0	0
Mipep	0.015052217	0.275858854	-0.260806638
Mipol1	-0.226128923	-0.233217669	0.007088745
Mir1-2as	0	0	0
Mir101a	0	0	0
Mir101b	0	0	0
Mir103-1	0	0	0
Mir103-2	-0.041556386	-0.07969797	0.038141584
Mir106b	0	0	0
Mir107	0	0	0
Mir1186	0	0	0
Mir1186b	0	0	0
Mir1187	0	0	0
Mir1190	0	0	0
Mir1191b	0.017833559	-0.117626541	0.1354601
Mir1192	0	0	0
Mir1196	0	0	0
Mir1199	0	0	0
Mir1224	0	0	0
Mir1249	0.017833559	-0.117626541	0.1354601
Mir125a	0	0	0
Mir126	0	0	0
Mir128-1	0	0	0
Mir129-2	0	0	0
Mir130b	0	0	0
Mir132	0.162364481	0.008805786	0.153558695
Mir133a-1	0	0	0
Mir133a-2	0	0	0
Mir133b	0	0	0
Mir138-2	0	0	0
Mir140	0	0	0
Mir142	0	0	0
Mir142b	0.785815019	-0.693289259	1.479104278
Mir144	0	0	0
Mir145	0.02117425	-0.135987411	0.157161661
Mir146	0.143529895	0.126978759	0.016551136
Mir146b	0	0	0
Mir148a	0	0	0
Mir148b	0	0	0
Mir150	0	0	0
Mir155	-0.061316135	-0.136634256	0.075318121
Mir15a	0	0	0
Mir15b	0	0	0
Mir16-1	-0.114569913	0.005085706	-0.119655619
Mir16-2	0	0	0
Mir17	-0.085655782	-0.077424771	-0.008231011
Mir17hg	-0.006024636	0.144642018	-0.150666653
Mir18	0	0	0
Mir181a-2	0	0	0
Mir181b-1	0	0	0
Mir181b-2	0.022697327	-0.148442318	0.171139645
Mir181c	0	0	0
Mir181d	0	0	0
Mir1839	0.023665725	-0.156430215	0.18009594
Mir185	0	0	0
Mir186	0	0	0
Mir188	0	0	0
Mir1894	-0.087177543	0.001443079	-0.088620622
Mir1898	0.022697327	-0.148442318	0.171139645
Mir18b	0	0	0
Mir1900	0	0	0
Mir1904	0	0	0
Mir1907	0.017833559	-0.117626541	0.1354601
Mir191	0	0	0
Mir192	0	0	0
Mir1929	0	0	0
Mir193	0.017833559	-0.117626541	0.1354601
Mir1930	0	0	0
Mir1931	-0.076516586	-0.161438129	0.084921542
Mir1932	0	0	0
Mir1933	0	0	0
Mir1934	0	0	0
Mir1936	0	0	0
Mir1937a	0	0	0
Mir1938	0.015348202	-0.103254199	0.118602401
Mir194-1	0	0	0
Mir1940	0	0	0
Mir1942	0.152591934	0.137654639	0.014937295
Mir1943	0.022697327	-0.148442318	0.171139645
Mir1944	0	0	0
Mir1945	-0.087177543	0.001443079	-0.088620622
Mir1947	0	0	0
Mir1948	0	0	0
Mir1949	0.331620516	0.11950037	0.212120146
Mir195	0	0	0
Mir1951	0	0	0
Mir1953	0	0	0
Mir1955	0	0	0
Mir1956	-0.087177543	0.001443079	-0.088620622
Mir1960	0	0	0
Mir1964	0	0	0
Mir1965	0	0	0
Mir1966	0	0	0
Mir1967	-0.120176404	0.006994281	-0.127170685
Mir1969	0.017833559	-0.117626541	0.1354601
Mir1981	0	0	0
Mir1982	0	0	0
Mir1983	0	0	0
Mir199a-1	0.022697327	-0.148442318	0.171139645
Mir199b	0.017833559	-0.117626541	0.1354601
Mir19a	0	0	0
Mir19b-1	0	0	0
Mir19b-2	0	0	0
Mir202	0	0	0
Mir208b	0	0	0
Mir20a	0	0	0
Mir20b	0	0	0
Mir210	-0.007947209	-0.184460182	0.176512973
Mir212	0.032138476	-0.215864386	0.248002861
Mir2137	0.017833559	-0.117626541	0.1354601
Mir2145-2	0	0	0
Mir215	0	0	0
Mir218-2	0	0	0
Mir219-1	0	0	0
Mir219-2	0	0	0
Mir221	-0.151261947	0.013188301	-0.164450248
Mir222	0	0	0
Mir22hg	0.269929229	0.104564353	0.165364876
Mir23a	-0.054823689	-0.195732298	0.140908609
Mir23b	0	0	0
Mir24-2	0.017833559	-0.117626541	0.1354601
Mir25	0.017833559	-0.117626541	0.1354601
Mir26a-1	0	0	0
Mir26a-2	0.022697327	-0.148442318	0.171139645
Mir26b	0.02117425	-0.135987411	0.157161661
Mir27a	0	0	0
Mir27b	0	0	0
Mir2861	0.092175812	-0.120976392	0.213152204
Mir296	-0.115482716	-0.085572643	-0.029910072
Mir297-1	0	0	0
Mir297b	0	0	0
Mir298	0	0	0
Mir29a	0	0	0
Mir29b-1	0.022697327	-0.148442318	0.171139645
Mir301	0.021981497	-0.142568228	0.164549724
Mir301b	0	0	0
Mir302a	0	0	0
Mir302b	0	0	0
Mir302c	0	0	0
Mir302d	0.015348202	-0.103254199	0.118602401
Mir3057	0	0	0
Mir3058	0	0	0
Mir3060	0.017833559	-0.117626541	0.1354601
Mir3061	-0.080024544	-0.126420963	0.046396418
Mir3062	0	0	0
Mir3064	-0.049283467	-0.066077103	0.016793636
Mir3066	0	0	0
Mir3068	0.027324324	-0.175683745	0.203008069
Mir3074-1	0	0	0
Mir3075	-0.087177543	0.001443079	-0.088620622
Mir3077	0.017833559	-0.117626541	0.1354601
Mir3085	-0.114569913	0.005085706	-0.119655619
Mir3087	0	0	0
Mir3089	0	0	0
Mir3091	0.017833559	-0.117626541	0.1354601
Mir3092	0	0	0
Mir3094	0	0	0
Mir3096	0	0	0
Mir3097	0	0	0
Mir30b	0	0	0
Mir30c-1	0	0	0
Mir30c-2	0	0	0
Mir30d	0.015348202	-0.103254199	0.118602401
Mir30e	0	0	0
Mir31	-0.022053278	-0.115078314	0.093025036
Mir3100	0	0	0
Mir3101	0	0	0
Mir3102	0	0	0
Mir3103	0	0	0
Mir3109	-0.151261947	0.013188301	-0.164450248
Mir3110	0	0	0
Mir3112	0	0	0
Mir32	0.091568628	-0.613209887	0.704778514
Mir320	0	0	0
Mir324	0	0	0
Mir326	0.032678287	-0.471137813	0.5038161
Mir328	0	0	0
Mir33	0.017833559	-0.117626541	0.1354601
Mir330	-0.041556386	-0.07969797	0.038141584
Mir331	0	0	0
Mir335	0	0	0
Mir339	0	0	0
Mir340	0	0	0
Mir343	0	0	0
Mir345	0.015348202	-0.103254199	0.118602401
Mir3471-1	0	0	0
Mir3473	0	0	0
Mir3473d	0.017833559	-0.117626541	0.1354601
Mir3474	0	0	0
Mir34a	0.02117425	-0.135987411	0.157161661
Mir34c	0	0	0
Mir350	0	0	0
Mir351	0	0	0
Mir3535	0.382930158	-0.159746199	0.542676357
Mir363	0	0	0
Mir365-2	0	0	0
Mir367	0	0	0
Mir374	0.024596175	-0.164130954	0.188727129
Mir376b	0	0	0
Mir3960	-0.278869782	-0.008403027	-0.270466754
Mir421	0	0	0
Mir423	0.207626958	0.198009875	0.009617083
Mir425	0	0	0
Mir449b	0	0	0
Mir449c	0	0	0
Mir450b	0	0	0
Mir451	0	0	0
Mir466i	0	0	0
Mir467f	0	0	0
Mir469	0	0	0
Mir484	0.185650655	0.173287083	0.012363572
Mir491	0	0	0
Mir496	0	0	0
Mir500	0	0	0
Mir504	0	0	0
Mir505	0.015348202	-0.103254199	0.118602401
Mir5103	-0.120176404	0.006994281	-0.127170685
Mir5104	0.02849844	-0.44985911	0.47835755
Mir5106	0.024596175	-0.164130954	0.188727129
Mir5107	0.017833559	-0.117626541	0.1354601
Mir5133	0.191995269	0.058029036	0.133966233
Mir532	0.022697327	-0.148442318	0.171139645
Mir5620	0.221666517	0.214214435	0.007452082
Mir5622	0.022697327	-0.148442318	0.171139645
Mir5623	-0.087177543	0.001443079	-0.088620622
